Track URI,Track Name,Artist Name(s),Album Name,Genres,Tempo,Energy,Valence,Danceability,Duration (ms),Source
spotify:track:1jF7IL57ayN4Ity3jQqGu0,Try,P!nk,The Truth About Love,,103.998,0.628,0.552,0.674,247911,Radio_Imagine_Dragons
spotify:track:21YxK0klhpfLW8budkJaMF,Lust For Life,Iggy Pop,Lust For Life,"protopunk,glam rock",104.028,0.97,0.689,0.387,313925,Rock_Classics
spotify:track:7kzKAuUzOITUauHAhoMoxA,Last Nite,The Strokes,Is This It,"garage rock,indie rock,rock alternativo",104.042,0.91,0.767,0.624,193506,Rock_Classics
spotify:track:2xE7912IhBp4poxLjOS6WJ,Just Another Rainbow,Liam Gallagher;John Squire,Just Another Rainbow,"britpop,madchester",104.059,0.84,0.217,0.164,336218,Pure_Rock_&_Roll
spotify:track:4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,The Wall,"rock progresivo,rock psicodélico,rock clásico,art rock,rock",104.114,0.394,0.721,0.693,238946,Pure_Rock_&_Roll
spotify:track:5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,Lou Reed,Transformer,"glam rock,protopunk",104.522,0.318,0.385,0.575,255875,Rock_Classics
spotify:track:20I8RduZC2PWMWTDCZuuAN,Take Me Out,Franz Ferdinand,Franz Ferdinand,indie rock,104.561,0.663,0.527,0.277,237026,Pure_Rock_&_Roll
spotify:track:2zNDRGoRkNEkMhO5fcGTMv,Sarandonga,Lolita,Lola Lolita Lola,flamenco,104.583,0.942,0.94,0.819,240133,"Pachangueo_80,_90_y_00"
spotify:track:29FzHMsSfDSp2UYxK7EzNG,No Soy Un Superman,Bustamante,Bustamante,,104.983,0.936,0.687,0.757,213360,"Pachangueo_80,_90_y_00"
spotify:track:1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila Cabello;Young Thug,Camila,"rap,rap melódico,trap",104.988,0.523,0.394,0.765,217308,Radio_Imagine_Dragons
spotify:track:7MXlTgQeo3IVlMpLnZuhxc,It's Time,Imagine Dragons,Night Visions,,105.009,0.884,0.858,0.656,240306,Mix_de_rock
spotify:track:0s39RvP5001kPC7L0SM0gg,Force,Alan Walker,Origins,,105.009,0.544,0.264,0.599,240005,This_Is_Alan_Walker
spotify:track:2RTlBcRS6nGVtP07AjkChQ,Mind Of A Warrior,Alan Walker;Sorana,Mind Of A Warrior,,105.081,0.727,0.278,0.653,172922,This_Is_Alan_Walker
spotify:track:72zZfHPYx43shcP3eKkYi5,Are You Gonna Be My Girl,Jet,Get Born (Deluxe Edition),,105.105,0.957,0.603,0.606,213800,Pure_Rock_&_Roll
spotify:track:6hDegaGv8VwBoMhGqoPfxR,Cocaine,Eric Clapton,Classic Eric Clapton,"blues,blues rock,rock clásico",105.172,0.58,0.683,0.696,218106,Pure_Rock_&_Roll
spotify:track:2MuWTIM3b0YEAskbeeFE1i,Master Of Puppets,Metallica,Master Of Puppets (Remastered),"metal,thrash metal,rock,heavy metal,hard rock",105.173,0.836,0.56,0.543,515386,Rock_Classics
spotify:track:4gHnSNHs8RyVukKoWdS99f,Something In The Way,Nirvana,Nevermind (Remastered),"grunge,rock",105.218,0.201,0.0668,0.427,232146,Rock_Classics
spotify:track:6QewNVIDKdSl8Y3ycuHIei,Even Flow,Pearl Jam,Ten,"grunge,rock,post-grunge",105.338,0.944,0.265,0.394,292579,Rock_Classics
spotify:track:2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,Soundgarden,Superunknown (Deluxe Edition),"grunge,post-grunge,hard rock",105.435,0.828,0.147,0.35,318586,Rock_Classics
spotify:track:3a94TbZOxhkI9xuNwYL53b,Black Summer,Red Hot Chili Peppers,Black Summer,"funk rock,rock alternativo,rock",105.542,0.682,0.351,0.417,232412,Pure_Rock_&_Roll
spotify:track:3dh2LlmeMqKJbzn2WUgt3d,Pride (In The Name Of Love) - Remastered 2009,U2,The Unforgettable Fire (Remastered),rock,105.701,0.843,0.713,0.458,228426,Pure_Rock_&_Roll
spotify:track:4t1fWWJQs5V9YErfsrDslC,Cryin',Aerosmith,Get A Grip,"rock clásico,rock",105.757,0.813,0.539,0.452,308560,Mix_de_rock
spotify:track:36ONMEsZvyOwqJxe3gitGi,Bon Appétit - 3LAU Remix,Katy Perry;Migos;3LAU,Bon Appétit (3LAU Remix),"pop,trap,edm",106.033,0.802,0.482,0.688,184440,Cycling_Energy_Mix
spotify:track:64ywvJE5j3PmRHzuah2WKR,I Wanna Rock,Twisted Sister,Stay Hungry,"glam metal,glam rock",106.244,0.914,0.67,0.503,183390,Pure_Rock_&_Roll
spotify:track:3G0EKJZy0j3rMG077UawaC,Man in the Box,Alice In Chains,Facelift,"grunge,post-grunge",106.463,0.765,0.644,0.346,284426,Pure_Rock_&_Roll
spotify:track:1OBAPPxgujYUVYerorsg90,You're The One That I Want (Remastered 2022),Olivia Newton-John;John Travolta,Olivia's Greatest Hits (Vol. 2 / Deluxe Edition / Remastered),musicales,106.532,0.791,0.822,0.742,170485,mix_alegre
spotify:track:1dt220OBbkTsYz1NLVKIaw,"Call Me (with R3HAB, Timmy Trumpet & Charla K)",Gabry Ponte;R3HAB;Timmy Trumpet;Charla K,"Call Me (with R3HAB, Timmy Trumpet & Charla K)","italo dance,slap house,edm,melbourne bounce,big room",106.581,0.956,0.269,0.398,178309,Cycling_Energy_Mix
spotify:track:5BckPAYcKEJuYs1eV1BHHe,Take A Chance On Me,ABBA,The Album,,107.064,0.675,0.924,0.684,243933,Radio_Black_or_White
spotify:track:7hVhRCDV100Jq26NGR7adw,Good Times Roll,The Cars,The Cars,"power pop,new wave,rock clásico",107.646,0.662,0.629,0.607,225853,Pure_Rock_&_Roll
spotify:track:0nFKHCf1Ibij8m370l2KlZ,Good Times Roll - 2016 Remaster,The Cars,The Elektra Years 1978 - 1987,"power pop,new wave,rock clásico",107.667,0.689,0.645,0.631,225226,Rock_Classics
spotify:track:7DyWMf7gCHoLDNt5Ms63ZV,Rosa Y Espinas,David Civera;David Bisbal,La Chiqui Big Band,"pop latino,villancicos",107.936,0.963,0.913,0.714,214200,"Pachangueo_80,_90_y_00"
spotify:track:2rxUnZsfZAIuQ9vKO24Ute,"Young Lady, You're Scaring Me",Ron Gallo,HEAVY META,garage rock,108.185,0.921,0.503,0.237,220538,Pure_Rock_&_Roll
spotify:track:2gE95JskwQ1pCACTpGe1Db,Down On The Corner,Creedence Clearwater Revival,Willy And The Poor Boys (Expanded Edition),"rock clásico,rock sureño,country rock",108.217,0.544,0.874,0.858,166280,Pure_Rock_&_Roll
spotify:track:4JRem7xHp2l0kmUvt9zCKu,Golden Years - 2016 Remaster,David Bowie,Station to Station (2016 Remaster),"glam rock,art rock",108.287,0.701,0.933,0.68,243280,Rock_Classics
spotify:track:5w6B0sAH7XauCvMOAtplQj,Fire,Barns Courtney,The Attractions Of Youth,,108.326,0.64,0.392,0.548,197520,Pure_Rock_&_Roll
spotify:track:2JCTiiJQFWQNC0Zp8rsJRB,(I've Had) The Time Of My Life - theme from the motion picture Dirty Dancing,Bill Medley;Jennifer Warnes,The Best Of Bill Medley,,108.492,0.784,0.505,0.663,289066,Radio_Black_or_White
spotify:track:0Tr5G2mE56eLUGvCaXRM8I,No Good,KALEO,A/B,,108.525,0.925,0.584,0.378,234240,Pure_Rock_&_Roll
spotify:track:3h04eZTnmFLRMjZajbrp2R,Need You Tonight,INXS,Kick (Remastered 2011),,108.701,0.63,0.785,0.795,181106,Pure_Rock_&_Roll
spotify:track:1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,Boston,"rock clásico,aor",108.789,0.681,0.285,0.377,285133,Pure_Rock_&_Roll
spotify:track:1NMYbsFZyxwHRNaLGzFGWh,Who I Am,Alan Walker;Putri Ariani;Peder Elias,Who I Am,"pop indonesio,pop noruego",108.864,0.53,0.329,0.531,193776,This_Is_Alan_Walker
spotify:track:0wJoRiX5K5BxlqZTolB2LD,Purple Haze,Jimi Hendrix,Are You Experienced,"rock psicodélico,rock clásico,rock ácido,blues rock",108.9,0.905,0.486,0.533,170813,Rock_Classics
spotify:track:2AkmdLbVKS1steeZdy8H1l,I Want To Break Free - Single Remix,Queen,The Works (Deluxe Edition 2011 Remaster),"rock clásico,rock,glam rock",108.95,0.435,0.596,0.795,258013,Radio_Black_or_White
spotify:track:1MsBRSbt5dqJSw3RxXtvCM,I Want To Break Free - Remastered 2011,Queen,The Works (2011 Remaster),"rock clásico,rock,glam rock",109.088,0.407,0.777,0.875,198773,Mix_de_rock
spotify:track:4rDbp1vnvEhieiccprPMdI,Somebody To Love - Remastered 2011,Queen,A Day At The Races (Deluxe Edition 2011 Remaster),"rock clásico,rock,glam rock",109.266,0.698,0.333,0.406,296480,Rock_Classics
spotify:track:6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,Eagles,Hotel California (2013 Remaster),"rock clásico,yacht rock,rock suave",109.535,0.755,0.883,0.667,286219,Pure_Rock_&_Roll
spotify:track:3TjQAc2PzWzlSDrnq61J1y,The Devil's Bleeding Crown,Volbeat,Seal The Deal & Let's Boogie (Deluxe),"rock,metal",109.649,0.909,0.21,0.32,238653,Pure_Rock_&_Roll
spotify:track:3Xls4cNOwy01dtrNXb1inG,White Room,Cream,Wheels Of Fire,"rock clásico,rock psicodélico,rock ácido,blues rock",109.827,0.576,0.457,0.553,298333,Pure_Rock_&_Roll
spotify:track:1VPUpUwtbpoRVXt0txVU0w,S.O.B.,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,,109.948,0.579,0.128,0.699,247613,Pure_Rock_&_Roll
spotify:track:6i3WMnuvd8DtczaGIMJvwC,So Much Better - Avicii Remix,Avicii;Sandro Cavazza,AVĪCI (01),edm,109.956,0.668,0.242,0.792,157152,This_Is_Avicii
spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,Queen,The Game (2011 Remaster),"rock clásico,rock,glam rock",109.967,0.528,0.754,0.933,214653,Radio_Black_or_White
spotify:track:1vkXc8Tz3dZGNZoU2WF3la,What Would I Change It To (feat. Aluna),Avicii;Aluna,AVĪCI (01),edm,109.992,0.495,0.586,0.785,185454,This_Is_Avicii
spotify:track:79UX8fkSsowWI1HOd8VoYt,Friend Of Mine (feat. Vargas & Lagola),Avicii;Vargas & Lagola,AVĪCI (01),edm,109.999,0.717,0.666,0.701,159863,This_Is_Avicii
spotify:track:6ZEYvUSgON3J5Qe1RYi3Jo,Peace Of Mind (feat. Vargas & Lagola),Avicii;Vargas & Lagola,TIM,edm,110.003,0.624,0.278,0.461,180000,This_Is_Avicii
spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,Spice,,110.009,0.864,0.891,0.768,173026,Radio_Black_or_White
spotify:track:0kHwTHf8ye0mSd66pwcrEN,How You Like Me Now,The Heavy,The House That Dirt Built,,110.059,0.71,0.268,0.647,217493,Pure_Rock_&_Roll
spotify:track:6KEBAGRMi221yIwmdDyYW9,"Radetzky-Marsch, Op. 228",Johann Strauss II;Edouard Strauss Orchestra;Edouard Strauss,25 Strauss Favorites,"clásica,orquestal",110.092,0.398,0.752,0.501,178320,trainingpeaks_virtual
spotify:track:02LY9cHQcP3g9wtDfykKDs,Lloraré Las Penas,David Bisbal,Corazón Latino,"pop latino,villancicos",110.099,0.965,0.86,0.735,238600,"Pachangueo_80,_90_y_00"
spotify:track:5JGEAz15LkPoOtFHttDtVs,With Or Without You - Remastered 2007,U2,The Joshua Tree,rock,110.181,0.432,0.116,0.538,295520,Mix_de_rock
spotify:track:5LNiqEqpDc8TuqPy79kDBu,Edge of Seventeen - 2016 Remaster,Stevie Nicks,Bella Donna (Deluxe Edition),,111.457,0.804,0.658,0.591,329413,Rock_Classics
spotify:track:4c4jJJoaiY21t2TyRZgdWS,Magic Carpet Ride,Steppenwolf,The Second,"rock clásico,rock ácido",111.676,0.651,0.801,0.64,271573,Pure_Rock_&_Roll
spotify:track:69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,Coldplay,A Head Full of Dreams,,111.995,0.924,0.53,0.638,263786,mix_alegre
spotify:track:5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,The Calling,Camino Palmero,pop rock,112.027,0.719,0.371,0.558,208600,Mix_de_rock
spotify:track:2kaHorrtVLo9brE37NQvGa,Esta soy yo,El Sueño de Morfeo,El sueño de Morfeo (reedicion),,112.058,0.821,0.554,0.654,259253,"Pachangueo_80,_90_y_00"
spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,Heroes - 2017 Remaster,David Bowie,Heroes (2017 Remaster),"glam rock,art rock",112.113,0.758,0.435,0.489,371413,Rock_Classics
spotify:track:2Ulk7ty4IBIrfrPs0LS4Zj,SNAP - Luca Schreiner Remix,Rosa Linn;Luca Schreiner,SNAP PACK,,112.896,0.842,0.332,0.631,148023,Cycling_Energy_Mix
spotify:track:78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,Led Zeppelin,Led Zeppelin III (Remaster),"rock clásico,rock,hard rock,rock and roll",112.937,0.932,0.619,0.564,146250,Rock_Classics
spotify:track:4bavcis6bApsKI8YkKg3Cx,20 de abril - En directo 1997,Celtas Cortos,Nos Vemos En Los Bares,"rock celta,celta",112.961,0.722,0.468,0.526,237346,"Pachangueo_80,_90_y_00"
spotify:track:1gFNm7cXfG1vSMcxPpSxec,"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles,The Beatles (Remastered),"rock clásico,rock psicodélico",113.059,0.728,0.975,0.818,188960,Mix_de_rock
spotify:track:0daHbdrLvUmkh81rnolMcG,Angry,The Rolling Stones,Angry,"rock clásico,rock",113.065,0.893,0.695,0.596,226735,Pure_Rock_&_Roll
spotify:track:1uvyZBs4IZYRebHIB1747m,Purple Rain,Prince,Purple Rain,"funk rock,funk",113.212,0.452,0.179,0.373,521866,Rock_Classics
spotify:track:2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,Electric Ladyland,"rock psicodélico,rock clásico,rock ácido,blues rock",113.253,0.805,0.564,0.438,240800,Pure_Rock_&_Roll
spotify:track:1L8c08ueO8ag3vBQFXwbjc,Until It Sleeps - Remastered,Metallica,Load (Remastered Deluxe Box Set),"metal,thrash metal,rock,heavy metal,hard rock",113.311,0.911,0.745,0.552,269560,Rock_Classics
spotify:track:39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),punk,113.375,0.836,0.82,0.743,188987,Rock_Classics
spotify:track:0Qh38w01QRXK6KHIv0e3hb,What About Us,P!nk,Beautiful Trauma,,113.608,0.588,0.193,0.491,269595,Radio_Imagine_Dragons
spotify:track:4MYb7NWLwXNDB7bYs3HeX8,Slow Ride - Edit,Foghat,Slow Ride / Save Your Loving (For Me),"rock clásico,rock sureño",113.618,0.586,0.651,0.494,232533,Rock_Classics
spotify:track:3OccwXSaM4pZ4CiRkaqKX7,Slow Ride - 2016 Remaster,Foghat,Fool for the City (2016 Remaster),"rock clásico,rock sureño",113.644,0.789,0.565,0.445,494626,Pure_Rock_&_Roll
spotify:track:1HfB7BLeW5XXIJ9sjCaL5U,Breakdown,Tom Petty and the Heartbreakers,Tom Petty And The Heartbreakers,rock clásico,113.688,0.35,0.69,0.625,163893,Pure_Rock_&_Roll
spotify:track:2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,Queen;David Bowie,Hot Space (2011 Remaster),"rock clásico,rock,glam rock,art rock",113.805,0.712,0.462,0.671,248440,Mix_de_rock
spotify:track:0GzQB5WXavUEU8tfTCAd8m,Cuando zarpa el amor,Camela,Diez De Corazon,"flamenco,flamenco pop",113.924,0.914,0.698,0.768,212400,"Pachangueo_80,_90_y_00"
spotify:track:7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,Michael Jackson,Off the Wall,,114.031,0.535,0.848,0.808,219926,Radio_Black_or_White
spotify:track:2zQPi1daDcELSMkpDGwHsn,Aquellos Años Locos (Bonus Track),El Canto Del Loco,A Contracorriente,,114.111,0.915,0.601,0.635,141360,"Pachangueo_80,_90_y_00"
spotify:track:5MMnwYs0hIxkENRsbkWJ2G,Smoke On The Water - Remastered 2012,Deep Purple,Machine Head (Remastered),"hard rock,rock clásico,rock",114.169,0.676,0.805,0.598,340742,Pure_Rock_&_Roll
spotify:track:36rXHqN7D1ETFhyKXXKs4w,Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),C & C Music Factory;Freedom Williams,Gonna Make You Sweat,hip house,114.379,0.74,0.801,0.557,243693,Cycling_Energy_Mix
spotify:track:76HKOVWqsEg26SECtmw7Rz,The Way You Make Me Feel - 2012 Remaster,Michael Jackson,Bad (Remastered),,114.472,0.854,0.54,0.877,298121,Radio_Black_or_White
spotify:track:53LwBS4bovyljsMlLqGfd6,American Girl,Tom Petty and the Heartbreakers,Tom Petty And The Heartbreakers,rock clásico,114.514,0.823,0.775,0.552,214733,Pure_Rock_&_Roll
spotify:track:254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Fleetwood Mac,Tango In the Night (Deluxe Edition),"yacht rock,rock clásico,rock suave",114.965,0.487,0.731,0.73,226653,Rock_Classics
spotify:track:18zG4sti0gnHNnobLOBjmr,Won't Take Me Alive,Dirty Honey,Won't Take Me Alive,,115.002,0.949,0.52,0.449,225596,Pure_Rock_&_Roll
spotify:track:49NjyMF2NnxNktEmi2Xge3,Asturias - 2006 Remastered Version,Melendi,Sin Noticias De Holanda,"flamenco,flamenco pop",115.012,0.883,0.884,0.726,248320,"Pachangueo_80,_90_y_00"
spotify:track:3Os9onUOoxT6EP3kwiMRKA,Unity,The Walkers;Alan Walker;SAPPHIRE,Unity,,115.014,0.658,0.236,0.583,204521,This_Is_Alan_Walker
spotify:track:7EsjkelQuoUlJXEw7SeVV4,Black or White,Michael Jackson,Dangerous,,115.026,0.901,0.873,0.518,256017,Radio_Black_or_White
spotify:track:5NQw5WJwKRPaaSDHXD04Fs,Lady Madrid,Pereza,Aviones,,115.041,0.655,0.377,0.598,191586,"Pachangueo_80,_90_y_00"
spotify:track:4tdSojwmf4vNZMWS6HcQWb,Let's Ride Away,Avicii;Elle King,Avicii Forever,edm,115.057,0.725,0.442,0.659,173217,This_Is_Avicii
spotify:track:6FRwDxXsvSasw0y2eDArsz,Sunshine Of Your Love,Cream,Disraeli Gears,"rock clásico,rock psicodélico,rock ácido,blues rock",115.078,0.481,0.784,0.684,250000,Pure_Rock_&_Roll
spotify:track:2K2M0TcglCRLLpFOzKeFZA,Sunshine Of Your Love,Cream,Disraeli Gears (Deluxe Edition),"rock clásico,rock psicodélico,rock ácido,blues rock",115.099,0.594,0.734,0.683,250400,Rock_Classics
spotify:track:2kkvB3RNRzwjFdGhaUA0tz,Layla,Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),"blues rock,rock clásico",115.669,0.902,0.497,0.404,423840,Rock_Classics
spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,Highway to Hell,"rock,hard rock,rock clásico,rock and roll",115.728,0.913,0.423,0.574,208110,Mix_de_rock
spotify:track:0JZ9TvOLtZJaGqIyC4hYZX,Trouble,Avicii,Stories,edm,115.859,0.799,0.823,0.689,171506,This_Is_Avicii
spotify:track:260jSxvzkFt71ksvkcy2ke,Broken Arrows,Avicii,Stories,edm,115.973,0.666,0.288,0.63,232760,This_Is_Avicii
spotify:track:1XdMp6v9Q3N80WnKSbGfl4,Hollywood,LA Vision;Gigi D'Agostino,Hollywood,"italo dance,eurodance",116,0.793,0.325,0.744,199655,Mix_de_Gigi_D'Agostino
spotify:track:67O8CWXxPsfz8orZVGMQwf,End of Time,K-391;Alan Walker;Ahrix,End of Time,,116.019,0.7,0.193,0.81,187560,This_Is_Alan_Walker
spotify:track:6JIC3hbC28JZKZ8AlAqX8h,Cold Heart - PNAU Remix,Elton John;Dua Lipa;PNAU,The Lockdown Sessions,pop,116.032,0.8,0.934,0.795,202735,Radio_Imagine_Dragons
spotify:track:6SWAkFCnlQTZQKdBVZPcah,No Me Pidas Mas Amor,Merche,Mi Sueño,,116.084,0.911,0.691,0.696,206626,"Pachangueo_80,_90_y_00"
spotify:track:2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum (Expanded Edition),"rock clásico,rock sureño,country rock",116.109,0.697,0.774,0.741,160133,Mix_de_rock
spotify:track:4mcZYzoGwPRDdhWVlygiHf,Refugee,Tom Petty and the Heartbreakers,Damn The Torpedoes (Deluxe Edition),rock clásico,116.172,0.705,0.76,0.579,201693,Pure_Rock_&_Roll
spotify:track:3bHnoz2pfij19QUDhoLrcy,Baba O'Riley - Remastered 2022,The Who,Who's Next (Remastered 2022),"rock clásico,rock",116.18,0.643,0.205,0.403,303973,Rock_Classics
spotify:track:4PJEK76V3A1S0XzZJuTWh7,Love Is A Long Road,Tom Petty,Full Moon Fever,rock clásico,116.334,0.622,0.496,0.64,247600,Rock_Classics
spotify:track:17S4XrLvF5jlGvGCJHgF51,Learning To Fly,Tom Petty and the Heartbreakers,Into The Great Wide Open,rock clásico,116.739,0.766,0.948,0.652,242106,Pure_Rock_&_Roll
spotify:track:4CeeEOM32jQcH3eN9Q2dGj,Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),"grunge,rock",116.761,0.912,0.72,0.502,301920,Pure_Rock_&_Roll
spotify:track:117PkfBYudl1lSoFFAvOM4,Estoy Aquí,Shakira,Grandes Exitos,pop latino,116.944,0.871,0.71,0.731,233826,"Pachangueo_80,_90_y_00"
spotify:track:7oob8M60wM76SlqThEwoTC,Too Good At Raising Hell,The Struts,Too Good At Raising Hell,glam rock,116.959,0.829,0.675,0.573,229212,Pure_Rock_&_Roll
spotify:track:7J1uxwnxfQLu4APicE5Rnj,Billie Jean,Michael Jackson,Thriller,,117.002,0.457,0.884,0.932,293802,Radio_Black_or_White
spotify:track:5jiDsY3XhlJ7TsByrQ4npm,Heart over Mind,Alan Walker;Daya,Walkerworld,,117.011,0.738,0.365,0.631,189391,This_Is_Alan_Walker
spotify:track:3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,The Who,Who's Next (Deluxe Edition),"rock clásico,rock",117.292,0.724,0.15,0.489,300400,Pure_Rock_&_Roll
spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,House of the Rising Sun,The Animals,The Singles Plus,rock clásico,117.363,0.484,0.299,0.316,269906,Rock_Classics
spotify:track:4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,The Captain and Me,"yacht rock,rock clásico,rock suave,rock sureño",117.399,0.912,0.843,0.575,207266,Rock_Classics
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,Synchronicity (Remastered 2003),,117.401,0.452,0.74,0.82,253920,Mix_de_rock
spotify:track:38Ngied9rBORlAbLYNCl4k,Once in a Lifetime - 2005 Remaster,Talking Heads,Remain in Light (Deluxe Version),"new wave,post-punk",117.459,0.919,0.871,0.644,259906,Rock_Classics
spotify:track:2tshfSpT1vLHlMZ88btPOj,Wanting and Waiting,The Black Crowes,Wanting and Waiting,"rock sureño,improvisación,rock",117.531,0.921,0.449,0.493,255560,Pure_Rock_&_Roll
spotify:track:5z9vt6a7EpcIQEONXApGwa,I Hate Myself for Loving You,Joan Jett & the Blackhearts,Up Your Alley,rock,117.932,0.882,0.605,0.611,246800,Pure_Rock_&_Roll
spotify:track:5anCkDvJ17aznvK5TED5uo,Hail to the King,Avenged Sevenfold,Hail to the King,"metal,metal alternativo",118.004,0.916,0.683,0.58,305906,Pure_Rock_&_Roll
spotify:track:0sVq4exSBXyXP86svk8JBV,Kick,Def Leppard,Diamond Star Halos,"glam metal,glam rock,rock clásico",118.015,0.853,0.715,0.584,222506,Pure_Rock_&_Roll
spotify:track:75sxQYwDZGDrw9o3hsWTMd,Vas A Volverme Loca,Natalia,No Soy Un Angel,,118.035,0.795,0.802,0.824,157466,"Pachangueo_80,_90_y_00"
spotify:track:7DSAEUvxU8FajXtRloy8M0,Flowers,Miley Cyrus,Endless Summer Vacation,,118.048,0.691,0.632,0.706,200600,Radio_Imagine_Dragons
spotify:track:5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,After Hours,,118.049,0.825,0.644,0.679,215626,Radio_Imagine_Dragons
spotify:track:2X7jfQnEMQYYmvkhr6mzS9,Brother Louie Mix '98 (feat. Eric Singleton) - Radio Edit,Modern Talking;Eric Singleton,Back For Good/2nd,"europop,disco italiana,eurodance,tropical house",118.135,0.971,0.969,0.769,204306,Cycling_Energy_Mix
spotify:track:5T7ywazdGIydr6JCW6t02j,Smooth Criminal - 2012 Remaster,Michael Jackson,Bad (Remastered),,118.193,0.981,0.595,0.853,257766,Radio_Black_or_White
spotify:track:5EWPGh7jbTNO2wakv8LjUI,Free Bird,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,"rock sureño,rock clásico,rock",118.222,0.834,0.337,0.249,547106,Rock_Classics
spotify:track:2LlQb7Uoj1kKyGhlkBf9aC,Thriller,Michael Jackson,Thriller,,118.392,0.687,0.783,0.771,358807,Radio_Black_or_White
spotify:track:6H3kDe7CGoWYBabAeVWGiD,Gimme Shelter,The Rolling Stones,Let It Bleed,"rock clásico,rock",118.628,0.63,0.489,0.634,270773,Rock_Classics
spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,,118.818,0.824,0.867,0.709,292875,Radio_Black_or_White
spotify:track:0ztfQ5ThvciZnP9I4HOYpS,Baila Casanova,Paulina Rubio,Border Girl,pop latino,118.858,0.909,0.787,0.704,226266,"Pachangueo_80,_90_y_00"
spotify:track:46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall,,118.881,0.821,0.947,0.878,364441,Radio_Black_or_White
spotify:track:5RKQ5NdjSh2QzD4MaunT91,Don't Stop Believin' (2022 Remaster),Journey,Escape (2022 Remaster),"aor,rock clásico",119.204,0.754,0.51,0.505,249600,Pure_Rock_&_Roll
spotify:track:3o1CUVeHIid49sabk6A6Nf,Forever Yours - Avicii Tribute,Kygo;Avicii;Sandro Cavazza,Forever Yours (Avicii Tribute),"tropical house,edm",119.272,0.612,0.434,0.529,193846,This_Is_Avicii
spotify:track:5tdKaKLnC4SgtDZ6RlWeal,How Will I Know,Whitney Houston,Whitney Houston,,119.49,0.544,0.928,0.832,269696,Radio_Black_or_White
spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Voulez-Vous,,119.528,0.491,0.536,0.749,292613,Radio_Black_or_White
spotify:track:3RZMzCvYsmJ0u2ioKTOsmJ,Honky Tonk Women - Mono Version,The Rolling Stones,Hot Rocks 1964-1971,"rock clásico,rock",119.602,0.779,0.967,0.562,179386,Rock_Classics
spotify:track:09dB7Wv84s7uY40YbbeqG0,Dressed For Success,Roxette,Look Sharp!,pop sueco,119.71,0.67,0.856,0.744,249840,mix_alegre
spotify:track:2ipIPsgrgd0j2beDf4Ki70,Mystical Magical,Benson Boone,American Heart,,119.867,0.697,0.848,0.671,165746,Radio_Imagine_Dragons
spotify:track:0nmHVEKnBniX3DOmMwCOZi,Green Green Grass - Sam Feldt Remix,George Ezra;Sam Feldt,Green Green Grass,tropical house,119.941,0.868,0.846,0.729,138000,Cycling_Energy_Mix
spotify:track:1xrPJv9PnTyU0C6V6MgtG0,Lil Boo Thang - Galantis Remix,Paul Russell;Galantis,Lil Boo Thang (Galantis Remix),,119.946,0.859,0.889,0.79,129631,Cycling_Energy_Mix
