Track URI,Track Name,Artist Name(s),Album Name,Genres,Tempo,Energy,Valence,Danceability,Duration (ms),Source
spotify:track:0ZqveF2rEFlz2oqF2xrriP,The Riddle,Gigi D'Agostino,L'Amour Toujours,"italo dance,eurodance",127.002,0.876,0.825,0.74,285426,Mix_de_Gigi_D'Agostino
spotify:track:5A5bLKdL5I3k3FTEQlAUw7,Following the Sun,SUPER-Hi;NEEKA,Following the Sun,,127.023,0.828,0.717,0.734,205000,mix_alegre
spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,The Days,Avicii,The Days / Nights,edm,127.059,0.724,0.526,0.59,278480,This_Is_Avicii
spotify:track:2kGflpDFBexojT5vIu6tmr,La Chica De Ayer,Enrique Iglesias,Quizás,"pop latino,latina",127.061,0.947,0.925,0.649,238533,"Pachangueo_80,_90_y_00"
spotify:track:4alHo6RGd0D3OUbTPExTHN,Just What I Needed,The Cars,The Cars,"power pop,new wave,rock clásico",127.215,0.579,0.691,0.62,225626,Rock_Classics
spotify:track:6yl8Es1tCYD9WdSkeVLFw4,You Shook Me All Night Long,AC/DC,Who Made Who,"rock,hard rock,rock clásico,rock and roll",127.316,0.768,0.769,0.529,211206,Pure_Rock_&_Roll
spotify:track:2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,Back In Black,"rock,hard rock,rock clásico,rock and roll",127.361,0.767,0.755,0.532,210328,Mix_de_rock
spotify:track:0vOkmmJEtjuFZDzrQSFzEE,Hit Me With Your Best Shot,Pat Benatar,Crimes Of Passion,aor,127.402,0.58,0.944,0.741,171266,Rock_Classics
spotify:track:1GqlvSEtMx5xbGptxOTTyk,Peace of Mind,Boston,Boston,"rock clásico,aor",127.678,0.677,0.684,0.419,303586,Rock_Classics
spotify:track:5UCPOJs8VJARoIX6acKRuJ,The Rhythm Of The Night,Corona,The Rhythm of the Night,eurodance,127.807,0.805,0.799,0.69,264280,Mix_de_Gigi_D'Agostino
spotify:track:5hmAx18RDdlqvN1ikcPCC1,Step Aside,Goodbye June,See Where The Night Goes,blues rock,127.905,0.724,0.261,0.666,247895,Pure_Rock_&_Roll
spotify:track:6r7FXNO57mlZCBY6PXcZZT,Five Hours,Deorro,Five Hours,"melbourne bounce,electro house",127.907,0.821,0.575,0.88,326887,trainingpeaks_virtual
spotify:track:6iLbgkOew6ZJ6BBSXtUYEJ,Narcotic - Dimitri Vegas vs Ummet Ozcan Remix,YouNotUs;Janieck;Senex;Dimitri Vegas;Ummet Ozcan,Narcotic Remixes (Dimitri Vegas vs Ummet Ozcan Remix / Anton Powers Remix),"electrónica,big room,edm",127.913,0.867,0.284,0.585,202836,trainingpeaks_virtual
spotify:track:2MGRnjJc7C0z3EOEWRqcMw,Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix,David Guetta;Chris Willis;Fred Riesterer;Joachim Garraud,Pop Life,"edm,electro house",127.93,0.813,0.707,0.773,199386,Mix_de_Gigi_D'Agostino
spotify:track:1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Calvin Harris,18 Months,edm,127.937,0.924,0.919,0.707,206413,mix_alegre
spotify:track:1lpGsHdCpWiTvrFitLakBo,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii;Nicky Romero,Avicii Forever,"edm,big room,house progresivo,electro house",127.94,0.744,0.608,0.513,208316,This_Is_Avicii
spotify:track:3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,David Guetta;Anne-Marie;Coi Leray,Baby Don't Hurt Me,edm,127.944,0.91,0.228,0.602,140017,Cycling_Energy_Mix
spotify:track:6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,Motion,edm,127.949,0.856,0.743,0.596,222533,mix_alegre
spotify:track:4nrK0G6pOEuhMxn3hAaava,Derp,Bassjackers;MAKJ,Derp,"big room,edm,melbourne bounce",127.951,0.973,0.221,0.649,279374,Cycling_Energy_Mix
spotify:track:2aSjWonALEwE3wTpjYMvc7,There She Goes,CYRIL;MOONLGHT;The La's,There She Goes,"britpop,jangle pop",127.953,0.89,0.321,0.806,121874,Cycling_Energy_Mix
spotify:track:3d0pwyoTXmomnQXoVLhBQx,You Are,Armin van Buuren;Sunnery James & Ryan Marciano,You Are,"trance,trance progresivo,house progresivo,electrónica,edm,tribal house",127.953,0.86,0.409,0.754,177250,trainingpeaks_virtual
spotify:track:2DGa7iaidT5s0qnINlwMjJ,The Spectre,Alan Walker,The Spectre,,127.957,0.711,0.198,0.654,193787,This_Is_Alan_Walker
spotify:track:4Dm1ZFvY0cszHTOt3KSCGz,Yo Quiero Bailar - 2011 Reloaded Radio Mix,Sonia Y Selena,Yo Quiero Bailar,,127.965,0.988,0.854,0.629,231079,"Pachangueo_80,_90_y_00"
spotify:track:7Gf1QHOnNvEExTLFSclfiM,Ah Yeah So What,Will Sparks;Wiley;Elen Levon,Ah Yeah So What,"melbourne bounce,big room,techno,grime,uk grime,tropical house",127.967,0.958,0.667,0.678,195000,trainingpeaks_virtual
spotify:track:0MjeQ5T5E50q0d3i72854N,I Like to Move it - Radio Mix,Nicola Fasano;Miami Rockets,I Like to Move it (Radio Mix),,127.985,0.929,0.623,0.72,158500,trainingpeaks_virtual
spotify:track:5JZMjnhb3rcAJXn9L1xTIU,Changes - Timmy Trumpet Remix,Faul & Wad;PNAU;Timmy Trumpet,Changes (Timmy Trumpet Remix),"afro house,tropical house,melbourne bounce,big room",127.988,0.566,0.152,0.836,146250,Cycling_Energy_Mix
spotify:track:3wLPRjw2XQpmowqXUXb3UF,Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,Bingo Players;Far East Movement,Get Up (Rattle) [feat. Far East Movement],big room,127.99,0.985,0.72,0.801,166932,Mix_de_Gigi_D'Agostino
spotify:track:2TJl6vnxE2qlko7a3vgP63,Ah Yeah So What - WAYF Edit,Will Sparks;Wiley;Elen Levon,We Are Your Friends (Music From The Original Motion Picture),"melbourne bounce,big room,techno,grime,uk grime,tropical house",127.991,0.951,0.683,0.689,207373,Cycling_Energy_Mix
spotify:track:3uXzBSx2eMKRTEP46SZ2fC,Rattle,Bingo Players,Rattle,big room,127.991,0.957,0.529,0.744,287183,trainingpeaks_virtual
spotify:track:1zOOl8f7qkjj0AmvlCfLyQ,The Drum,Alan Walker,The Drum,,127.993,0.762,0.33,0.783,189287,This_Is_Alan_Walker
spotify:track:0PCRR19Pf4iiuvSrPxtQ0x,Sunshine,David Guetta;Avicii,Nothing but the Beat (Ultimate Edition),edm,127.994,0.8,0.219,0.59,360960,This_Is_Avicii
spotify:track:5AEs83CYoPApEjYEJGbTuJ,Party Till We Die (feat. Andrew W.K.),MAKJ;Timmy Trumpet;Andrew W.K.,Party Till We Die (feat. Andrew W.K.),"melbourne bounce,big room",127.995,0.94,0.243,0.64,158554,Cycling_Energy_Mix
spotify:track:572PPqti4bqGpqEnsWFlIu,Lifeline,Alan Walker;LOVA,Neon Nights,pop sueco,127.998,0.694,0.0724,0.691,202719,This_Is_Alan_Walker
spotify:track:6tYYEhNoXlPfjgkMmFpd5k,Party Shaker - Video Edit,R.I.O.;Nicco,Turn This Club Around (Limited Edition),,127.998,0.923,0.967,0.669,206537,trainingpeaks_virtual
spotify:track:2P4OICZRVAQcYAV2JReRfj,Waiting For Love,Avicii,Stories,edm,127.999,0.736,0.613,0.579,230613,Radio_Imagine_Dragons
spotify:track:1lpgyKW9jJSUl4QMFcADHa,Left Right,Hardwell;Deorro;MAKJ;Fatman Scoop,Left Right,"big room,edm,house progresivo,electrónica,melbourne bounce,electro house",128.001,0.983,0.219,0.708,155827,Cycling_Energy_Mix
spotify:track:4yCo1eRj9ZWKcAcXxxztGS,The Spook,KSHMR;Basskillers;B3nte,The Spook,"big room,edm,slap house,electrónica,melbourne bounce,epadunk,russelåter",128.002,0.936,0.294,0.719,165937,Cycling_Energy_Mix
spotify:track:1srwcquKZtXnQzyoWYJRwZ,Booty Bounce - Radio Edit,Tujamo,Booty Bounce (Radio Edit),,128.003,0.987,0.555,0.656,199687,Cycling_Energy_Mix
spotify:track:7ugGMMutTrQFvkoN4NL8Be,We Wanna Party (feat. Savage),TJR;Savage,We Wanna Party (feat. Savage),"melbourne bounce,big room,uk garage",128.006,0.952,0.67,0.768,167812,Cycling_Energy_Mix
spotify:track:4GewRLEiI4BDTQsoH8BRVV,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65;Gabry Ponte,Europop,"italo dance,eurodance,europop,slap house",128.007,0.969,0.765,0.822,283747,Cycling_Energy_Mix
spotify:track:0kXJNqmYdjwb31QLWGkNb7,Superlove,Avicii;Lenny Kravitz,Superlove,edm,128.008,0.955,0.896,0.729,322514,This_Is_Avicii
spotify:track:0BzJRQvAUV9KzzBqo3bMCZ,Frontier - Extended Mix,VINAI;SCNDL,Frontier (Extended Mix),"melbourne bounce,slap house,big room,bounce,drill australiano",128.01,0.986,0.262,0.678,206250,Cycling_Energy_Mix
spotify:track:6pmPYay3TBetdq5GbqGQdZ,Let's Go! - Radio Edit,DJ Rebel,Let's Go! (Radio Edit),,128.01,0.943,0.5,0.896,211874,trainingpeaks_virtual
spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Flo Rida,Wild Ones,,128.011,0.89,0.684,0.706,248133,Radio_Imagine_Dragons
spotify:track:0oTMkYBSISoxinLAJtJytj,Nothing's Gonna Stop Us Now - House-Mix,TTO,Nothing's Gonna Stop Us Now (House-Mix),,128.011,0.73,0.608,0.786,124405,mix_alegre
spotify:track:5nIrdpo8eXQU3YgZelEXkd,Shots & Squats,Vigiland;Tham Sway,Shots & Squats,melbourne bounce,128.012,0.812,0.242,0.807,171799,trainingpeaks_virtual
spotify:track:5TmFTHZp7HjBXjjsFvCY6h,Destination Calabria - Radio Edit,Alex Gaudino;Crystal Waters,Destination Calabria,,128.016,0.954,0.312,0.627,223111,Mix_de_Gigi_D'Agostino
spotify:track:4VqPOruhp5EdPBeR92t6lQ,Uprising,Muse,The Resistance,"rock alternativo,rock",128.019,0.905,0.411,0.602,304840,Pure_Rock_&_Roll
spotify:track:0hr9IMEqFqNAdtNd2fJNtE,Cry To Me,Kilotile,Cry To Me,,128.021,0.818,0.252,0.756,208368,mix_alegre
spotify:track:3Jq7QJtlaAjvXuEfsL9Q9j,Braveheart 2013 - Dj Substance Remix,DJ Sakin & Friends,Braveheart 2013,"trance,eurodance",128.023,0.793,0.249,0.646,312041,trainingpeaks_virtual
spotify:track:0aOCPWxZjEW5weQITD0W35,Quiero besarte,Roser,Desperte,,128.025,0.941,0.89,0.757,229746,"Pachangueo_80,_90_y_00"
spotify:track:0vZCG0H9KhtU7K8MEUVAoV,Tsunami,DVBBS;Borgeous,Tsunami,"edm,big room,slap house,electrónica",128.026,0.839,0.264,0.699,236706,trainingpeaks_virtual
spotify:track:07RxMrhnBCJbiS6B8Xcwtn,Giratina (Eurobeat Remix),Dimatik;Carroch;EUROBEAT;Monik,Giratina (Eurobeat Remix),"melbourne bounce,hardstyle,trance psicodélico,electro house,big room",128.027,0.781,0.307,0.72,161250,Cycling_Energy_Mix
spotify:track:5meh2ZJuONe5RI92Zcq5W4,Land of the Heroes,Alan Walker;Sophie Stray,Walkerworld,,128.028,0.839,0.215,0.482,176080,This_Is_Alan_Walker
spotify:track:4eDYMhIin1pSLIG96f1aD0,Addicted To You,Avicii,True,edm,128.031,0.785,0.303,0.569,148386,This_Is_Avicii
spotify:track:1qm9MfTAoEixNPSqshHqfV,Toca (feat. Timmy Trumpet & KSHMR),Carnage;Timmy Trumpet;KSHMR,Papi Gordo,"melbourne bounce,big room,edm,slap house,electrónica",128.032,0.462,0.185,0.851,223000,Cycling_Energy_Mix
spotify:track:6y6IuMS67pfUZBRtFSJX9H,Twist and Shout,Adam Bü;Moodygee,Twist and Shout,slap house,128.034,0.975,0.415,0.646,165703,Cycling_Energy_Mix
spotify:track:3aQz0z86zrKjd1mcZlonxE,Infinity 2008 - Klaas Vocal Edit,Guru Josh Project;Klaas,Infinity 2008,"clásica electrónica,slap house",128.036,0.862,0.469,0.498,192294,Mix_de_Gigi_D'Agostino
spotify:track:4oaZRvZMytQvISa6A0ZKx0,Gladiator x Now We Are Free - Summer Version,LABACK;Alexis Carlier,Gladiator x Now We Are Free (Summer Version),,128.036,0.85,0.0744,0.777,219375,trainingpeaks_virtual
spotify:track:4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,,128.038,0.866,0.619,0.578,199080,Radio_Imagine_Dragons
spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,Majestic;Boney M.,Rasputin,disco,128.04,0.913,0.658,0.758,186209,Mix_de_Gigi_D'Agostino
spotify:track:4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),David Guetta;Bebe Rexha,I'm Good (Blue),edm,128.04,0.965,0.304,0.561,175238,Radio_Imagine_Dragons
spotify:track:6Bs0CmAaVP5pCmeAbIdlv2,Silhouettes,Avicii,Avicii Forever,edm,128.063,0.814,0.848,0.604,211880,This_Is_Avicii
spotify:track:5MhsZlmKJG6X5kTHkdwC4B,I'm an Albatraoz,AronChupa;Little Sis Nora,I'm an Albatraoz,"electro swing,melbourne bounce",128.078,0.817,0.595,0.883,166848,Mix_de_Gigi_D'Agostino
spotify:track:44DCjBHfvn5s6ZfLHpKmBi,Freaks,Timmy Trumpet;Savage,Freaks,"melbourne bounce,big room",128.1,0.967,0.745,0.886,168750,Cycling_Energy_Mix
spotify:track:1HCw8XKtTgWWU3JlEUR0qQ,Bailar (feat. Elvis Crespo) - Radio Edit,Deorro;Elvis Crespo,Good Evening,"melbourne bounce,electro house,merengue,latin dance,salsa,latina",128.104,0.848,0.455,0.793,137661,trainingpeaks_virtual
spotify:track:4XufSegEGHw9nyWUd9vxY9,The Den,Joel Fletcher;Restricted;Masked Wolf,The Den,"melbourne bounce,drill australiano,bounce,hard techno,techno,hipertechno",128.124,0.729,0.246,0.681,151904,Cycling_Energy_Mix
spotify:track:6uZtMNTfU5u8w6fsnXeOdb,The Jean Genie - 2013 Remaster,David Bowie,Aladdin Sane (2013 Remaster),"glam rock,art rock",128.15,0.571,0.818,0.58,248013,Pure_Rock_&_Roll
spotify:track:07q0QVgO56EorrSGHC48y3,I Was Made For Lovin' You,KISS,Dynasty,"glam rock,glam metal,hard rock,rock,rock clásico",128.373,0.852,0.867,0.768,271240,Mix_de_rock
spotify:track:4JGKZS7h4Qa16gOU3oNETV,Dreams,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",,128.665,0.645,0.508,0.551,271560,Mix_de_rock
spotify:track:46eapXC7SqOeClZoRNkHCa,It's My Life (Remix),Dr. Alban,One Love,eurodance,128.704,0.851,0.987,0.831,273626,Cycling_Energy_Mix
spotify:track:1SJ5qPR2v6Jztifxb4Ursl,Moonlight Shadow,Gigi D'Agostino,The Essential Gigi D\'Agostino,"italo dance,eurodance",128.799,0.703,0.829,0.781,259279,trainingpeaks_virtual
spotify:track:1xV55S7xpK7dFlBhu5ylFJ,Dance With Me,Tones And I,Beautifully Ordinary,,128.888,0.686,0.442,0.633,225204,mix_alegre
spotify:track:3EgZ941v78lgnizA1d18IT,Silencio,David Bisbal,Silencio,"pop latino,villancicos",128.918,0.905,0.761,0.626,210973,"Pachangueo_80,_90_y_00"
spotify:track:74Z4U4oJcZtGJ7huPOEBSO,Silencio,David Bisbal,Premonición,"pop latino,villancicos",128.938,0.917,0.738,0.623,209800,"Pachangueo_80,_90_y_00"
spotify:track:3u5N55tHf7hXATSQrjBh2q,Freed From Desire,Gala;Molella;Phil Jay,Come Into My Life (The Album),"eurodance,italo dance",128.99,0.861,0.636,0.704,213394,Cycling_Energy_Mix
spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,,129.269,0.67,0.777,0.619,211933,Pure_Rock_&_Roll
spotify:track:2TwPYiJmam0lmuscobFGML,Black Haired Girl,Jesse Malin;Billie Joe Armstrong,Black Haired Girl,"folk americano,country alternativo,roots rock",129.383,0.846,0.737,0.512,177160,Pure_Rock_&_Roll
spotify:track:0WoFs3EdGOx58yX5BtXvOa,Your Love,The Outfield,Play Deep,,129.513,0.654,0.621,0.578,223458,Mix_de_rock
spotify:track:5BKJAuVMDyrFvUTo4dIaiK,Not You,Alan Walker;Emma Steinbakken,World Of Walker,pop noruego,129.791,0.264,0.379,0.573,153718,This_Is_Alan_Walker
spotify:track:1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,Blur,Blur (Special Edition),"britpop,madchester,rock alternativo",129.802,0.789,0.918,0.674,121160,Rock_Classics
spotify:track:0SML6wWerD0yI2Xd4OUC1R,"Better Off (Alone, Pt. III)",Alan Walker;Dash Berlin;Vikkstar,Walkerworld,"trance,big room",129.803,0.692,0.375,0.507,151702,Cycling_Energy_Mix
spotify:track:7a53HqqArd4b9NF4XAmlbI,Kings & Queens,Ava Max,Heaven & Hell,,129.857,0.69,0.457,0.637,162398,Radio_Imagine_Dragons
spotify:track:4Nwb0EtFLdTDD1LYlWFeza,"10,000 Volts",Ace Frehley,"10,000 Volts","glam metal,glam rock",129.914,0.948,0.921,0.505,204378,Pure_Rock_&_Roll
spotify:track:5zH710lFSLtkHbMkslLDjR,Crazy On You,Heart,Dreamboat Annie,"rock clásico,aor,rock",129.929,0.459,0.383,0.435,293440,Rock_Classics
spotify:track:4fLnoXqsxHZFvGKppc7kCr,Cynical,twocolors;Safri Duo;Chris de Sarandy,Cynical,clásica electrónica,129.935,0.84,0.493,0.69,191365,Mix_de_Gigi_D'Agostino
spotify:track:1wwgo7Z0zFGsivQ4wPo0g8,Divine Sorrow,Wyclef Jean;Avicii,Divine Sorrow,edm,129.936,0.609,0.424,0.532,278715,This_Is_Avicii
spotify:track:3UmPmOnwIlGM6MtlY7s4dz,Toda la noche en la calle,Amaral,Estrella De Mar,,129.95,0.76,0.9,0.685,225693,"Pachangueo_80,_90_y_00"
spotify:track:5qUYWV5N28x6qZHdAcEVNm,Show Me Love,Laidback Luke;Steve Angello;Robin S,Show Me Love,"big room,electro house,house progresivo",129.955,0.856,0.571,0.653,184846,Mix_de_Gigi_D'Agostino
spotify:track:69R5Ot0VZjFd71SOBgivoL,Show Me Love - Radio Edit,Laidback Luke;Steve Angello;Robin S,Show Me Love,"big room,electro house,house progresivo",129.955,0.856,0.571,0.653,184846,trainingpeaks_virtual
spotify:track:4TuNI3WEMyLQAKRMJmcQdA,Narco,Blasterjaxx;Timmy Trumpet,Narco,"big room,edm,melbourne bounce",129.961,0.943,0.207,0.764,208634,Cycling_Energy_Mix
spotify:track:3cqZlRpC4lOnxUE7HE3N5k,Move Your Body - Gabry Ponte Original Radio Edit,Eiffel 65;Gabry Ponte,Europop,"italo dance,eurodance,europop,slap house",129.962,0.958,0.96,0.745,268863,trainingpeaks_virtual
spotify:track:2HsUNvBLBx01plRG96gguU,El Run Run (with Rosario),Estopa;Rosario,Pop 2000 en Español,"flamenco,flamenco pop",129.968,0.81,0.834,0.7,203853,"Pachangueo_80,_90_y_00"
spotify:track:0zqBZqm5czQ3A4EoSdKFHj,Man On The Moon,Alan Walker;Benjamin Ingrosso,World Of Walker,pop sueco,129.971,0.816,0.5,0.668,178625,This_Is_Alan_Walker
spotify:track:5dZwIExCMi3JpEaT5K3Omb,Feel This Moment (feat. Christina Aguilera) - Riddler & Reid Stefan Club Mix,Pitbull;Christina Aguilera;Rich Riddler Pangilinan;Reid Stefan,Feel This Moment Remixes (feat. Christina Aguilera),,129.975,0.942,0.444,0.707,391306,Cycling_Energy_Mix
spotify:track:331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,David Guetta;OneRepublic,I Don't Wanna Wait,"edm,pop suave",129.976,0.714,0.554,0.681,149667,mix_alegre
spotify:track:59VRFpPnC8pOhIH2WCWXF9,Saturday Night - Radio Mix,Whigfield,Saturday Night Single,eurodance,129.981,0.784,0.964,0.728,247405,Mix_de_Gigi_D'Agostino
spotify:track:5FqYA8KfiwsQvyBI4IamnY,Jump - 2015 Remaster,Van Halen,The Collection,"glam metal,rock clásico,rock,hard rock",129.981,0.835,0.795,0.572,241599,Rock_Classics
spotify:track:2dK99lWPkBVwNen6gK1AtI,Bailando Bachata,Chayanne,Bailemos Otra Vez,pop latino,129.982,0.872,0.977,0.825,170809,mix_alegre
spotify:track:1y5iu4bRFJJSR3qgUmyrzV,Cry To Me - Kilotile x Billen Ted Edit,Kilotile;Billen Ted,Cry To Me (Kilotile x Billen Ted Edit),,129.985,0.843,0.823,0.762,167051,Cycling_Energy_Mix
spotify:track:2JVxdFReJ45Z3hkoWapbm2,Te Quiero Más,Fórmula Abierta,Aún Hay Más,,129.99,0.985,0.953,0.908,255306,"Pachangueo_80,_90_y_00"
spotify:track:3cHyrEgdyYRjgJKSOiOtcS,Timber,Pitbull;Kesha,Global Warming: Meltdown (Deluxe Version),,129.992,0.963,0.788,0.581,204134,Radio_Imagine_Dragons
spotify:track:1H1t63Jv0nX7ayhnoLPIiB,ResuRection - Maurice West Remix,Planet Perfecto Knights;Maurice West,ResuRection (Maurice West Remix),"trance,big room",130.004,0.707,0.174,0.738,204552,trainingpeaks_virtual
spotify:track:7oYfwE9BVRcOcKsgJDHJRC,Elisir (essential),Gigi D'Agostino,The Essential Gigi D\'Agostino,"italo dance,eurodance",130.007,0.895,0.898,0.837,149920,trainingpeaks_virtual
spotify:track:0Gc1AVYqYOR522Nvz68dsT,The Hum,Dimitri Vegas & Like Mike;Ummet Ozcan,The Hum,"big room,electrónica,edm",130.007,0.947,0.209,0.728,211000,trainingpeaks_virtual
spotify:track:5Sr4SdwPmLhDuKMs8QviLe,Rapture - Avicii New Generation Radio Edit,Nadia Ali;Avicii,Rapture,"trance,edm",130.008,0.934,0.385,0.558,221543,This_Is_Avicii
spotify:track:7Cf4bpnB164MgYLCPWd88h,Dime,Beth,Otra Realidad,,130.009,0.754,0.602,0.703,180680,"Pachangueo_80,_90_y_00"
spotify:track:0l3795cAVGOHNdHvooZ25S,Another Way,Gigi D'Agostino,L'Amour Toujours,"italo dance,eurodance",130.012,0.806,0.887,0.928,363506,Mix_de_Gigi_D'Agostino
spotify:track:0pEe84mYikUrwdP7hnYJuS,Together Forever (The Cyber Pet Song),Daze,Super Heroes,"eurodance,europop",130.026,0.926,0.979,0.694,183866,Cycling_Energy_Mix
spotify:track:3AoBueDb1srBdBdeIW915z,Sultan,SCNDL;Strike Nine,Sultan,"melbourne bounce,big room,bounce,drill australiano,house progresivo",130.047,0.907,0.189,0.677,172000,Cycling_Energy_Mix
spotify:track:4L6T8LOA6ALBLRnlk0gAsQ,International Love - Sped Up & Reverb,DJ Michael Double,International Love (Sped Up & Reverb),,130.047,0.755,0.629,0.646,208645,Cycling_Energy_Mix
spotify:track:1yzgMzhlFNdGAlL5Mopdoq,Have You Ever Seen The Rain,Outliers;John Fogerty;Creedence Clearwater Revival,Have You Ever Seen The Rain,"country rock,rock clásico,rock sureño",130.052,0.693,0.622,0.854,125076,Cycling_Energy_Mix
spotify:track:11lyd04BW0DTTjMyWnFsO0,Hands Up,Deorro;Dave Mak;Scheffwell,Hands Up,"melbourne bounce,electro house,big room,house progresivo",130.14,0.985,0.122,0.638,131538,Cycling_Energy_Mix
spotify:track:1CgbwsrNDlFrRuk2ebQ7zr,9Pm (Till I Come),ATB,Movin' Melodies,trance,130.218,0.941,0.754,0.672,193880,Mix_de_Gigi_D'Agostino
spotify:track:5kQIAjFMBsjWgWxmGjCM63,Be My Baby,Phil Walker,Be My Baby,,130.335,0.66,0.206,0.409,138461,mix_alegre
spotify:track:4pbG9SUmWIvsROVLF0zF9s,I Want To Hold Your Hand - Remastered 2015,The Beatles,1 (Remastered),"rock clásico,rock psicodélico",130.726,0.715,0.866,0.49,145746,Pure_Rock_&_Roll
spotify:track:5YW7oSt4jHBO7yE9XER2Be,Sweet Sounds Of Heaven (feat. Lady Gaga),The Rolling Stones;Lady Gaga,Sweet Sounds Of Heaven,"rock clásico,rock,art pop,pop",130.807,0.679,0.291,0.445,442667,Pure_Rock_&_Roll
spotify:track:4LYn1jIrpuhqmMQGKiVYss,Corazón Contento,Operación Triunfo 2008,Agua,,130.968,0.821,0.863,0.598,183400,"Pachangueo_80,_90_y_00"
spotify:track:0fxyJKQxMB8wi1efCN3LEm,Everyone's On Dope,Crossbone Skully,Everyone's On Dope,,130.994,0.943,0.543,0.618,197225,Pure_Rock_&_Roll
spotify:track:5hFKoWFRMxaYButahC4DiX,Sexy Eyes - Amen Radio Edit,Whigfield;Panos Liassi;Paul Masterson,Sexy Eyes (Amen Remix),"eurodance,hard house",131.001,0.882,0.836,0.689,211995,Cycling_Energy_Mix
spotify:track:0Nux6Q8aJZ1i4vUpPDBvlX,What Is Life - 2014 Remaster,George Harrison,All Things Must Pass (2014 Remaster),,131.362,0.839,0.895,0.471,264405,Rock_Classics
spotify:track:3i25w2HOWoafnTIiWJCL71,Fool in the Rain - Remaster,Led Zeppelin,In Through the out Door (Remaster),"rock clásico,rock,hard rock,rock and roll",131.403,0.912,0.702,0.52,370920,Pure_Rock_&_Roll
spotify:track:2ORySgkn0CbUMFbEoP1wwE,Separate Ways (Worlds Apart),Journey,The Essential Journey,"aor,rock clásico",131.446,0.93,0.445,0.436,325906,Pure_Rock_&_Roll
spotify:track:3XIEWK1V9n25PS9Vb6axj5,Born to Be Alive - The Original,Patrick Hernandez,Born to Be Alive (The Original),"disco,hi-nrg",131.468,0.868,0.808,0.704,188133,mix_alegre
spotify:track:7rc6L3UtM0uvwfpsl07GBL,Feeling Good,Avicii,Feeling Good,edm,131.585,0.588,0.111,0.32,230424,This_Is_Avicii
spotify:track:7CvOnbFdnIoXMQ4eFCo5lB,Around the World (La La La La La),A Touch Of Class;Pete Konemann,Planet Pop,"europop,eurodance",131.965,0.977,0.679,0.617,214533,Cycling_Energy_Mix
spotify:track:06hsdMbBxWGqBO0TV0Zrkf,Cotton Eye Joe,Rednex,Sex & Violins,,131.986,0.936,0.598,0.729,194000,Mix_de_Gigi_D'Agostino
spotify:track:5U4pDBaeq2Jl2dKuWWUSsh,Ave María,David Bisbal,Corazón Latino,"pop latino,villancicos",132.03,0.93,0.797,0.734,209946,"Pachangueo_80,_90_y_00"
spotify:track:0GB4zJkbXdXBbdJPgudwDx,Baila Mi Corazón,Belanova,Fantasía Pop,pop latino,132.031,0.733,0.352,0.625,215680,"Pachangueo_80,_90_y_00"
spotify:track:5kSAakKFh66mUgiOB2xqwj,Baila Mi Son,Selena Leo,Baila Habibi Vol. 3,,132.05,0.879,0.807,0.638,200626,"Pachangueo_80,_90_y_00"
spotify:track:4pt5fDVTg5GhEvEtlz9dKk,I WANNA BE YOUR SLAVE,Måneskin,Teatro d'ira - Vol. I,,132.507,0.608,0.958,0.75,173346,Mix_de_rock
spotify:track:7b4yGtR0rujvLi5EBfKKJ2,Take Me Home Tonight,Eddie Money,Can't Hold Back,rock clásico,132.699,0.768,0.748,0.608,211160,Rock_Classics
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Creedence Clearwater Revival,Willy And The Poor Boys (Expanded Edition),"rock clásico,rock sureño,country rock",132.77,0.663,0.663,0.64,140773,Mix_de_rock
spotify:track:2rTYgHxgcndkUrRoU7x0Sv,Mr. Vain,Culture Beat,Serenity,"eurodance,europop",132.871,0.996,0.4,0.676,336840,Cycling_Energy_Mix
spotify:track:4ih3dyFZoeTdaeJW9mPbOI,Mr. Vain - Original Radio Edit,Culture Beat,Mr. Vain,"eurodance,europop",132.872,0.997,0.391,0.703,257466,Mix_de_Gigi_D'Agostino
