Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5fwSHlTEWpluwOM0Sxnh5k,"Pepas","Pepas","Farruko",2021-06-24,287120,81,true,,2026-05-29T04:01:29Z,"reggaetón,trap latino","Sony Music Latin",0.762,0.766,7,-3.955,1,0.0343,0.00776,0.0000698,0.128,0.442,130.001,4
spotify:track:04o2ES37jkiK5Qy8PR5XLk,"I Feel So Free","I Feel So Free","Madonna",2026-04-18,303528,76,false,,2026-05-29T04:01:29Z,"","Warner Records",0.631,0.772,4,-8.177,0,0.0593,0.0304,0.0321,0.213,0.228,123.999,4
spotify:track:7gnIOfQ05nYyHRFD7EqIbZ,"Woof (feat. Kah-Lo)","BREAD","SOFI TUKKER;Kah-Lo",2024-08-23,192856,65,true,,2026-05-29T04:01:29Z,"","SOFI TUKKER LLC",0.727,0.864,0,-5.12,1,0.0287,0.0143,0.207,0.334,0.83,122.005,4
spotify:track:1Eqdkt6DfGNWElHpeujHGJ,"HIGHJACK (right back)","HIGHJACK (right back)","Alok;Łaszewo;A$AP Rocky",2025-05-16,161982,72,true,,2026-05-29T04:01:29Z,"graves brasileños,electrónica,slap house,electro house,rap","A$AP Rocky Recordings LLC/ RCA Records/B1 Recordings",0.579,0.88,5,-5.229,0,0.268,0.0169,0.00000942,0.0782,0.443,146.018,4
spotify:track:1iI7EM2Ge0R3pMHg0ppLo7,"Turn The Lights Off (with Jaxstyle) - HILLS & Dansyn Remix","Turn The Lights Off (with Jaxstyle) [HILLS & Dansyn Remix]","Justė;Jon;Jaxstyle;HILLS;Dansyn",2026-01-16,173547,58,false,,2026-05-29T04:01:29Z,"tech house","Spinnin' Records",0.638,0.928,1,-3.61,0,0.055,0.0226,0.00166,0.315,0.345,132.114,4
spotify:track:46N3FCKFABRjNoNBVq4osr,"girl$","girl$","Dom Dolla",2024-06-07,209552,66,false,,2026-05-29T04:01:29Z,"house,tech house","Three Six Zero Recordings/Columbia Records",0.755,0.945,0,-5.695,1,0.0533,0.00961,0.195,0.862,0.797,133.987,4
spotify:track:2A1aS3mwuGuX2yk1bgxOvA,"Kisses (feat. bbyclose)","Kisses (feat. bbyclose)","BL3SS;CamrinWatsin;bbyclose",2024-03-22,138246,84,false,,2026-05-29T04:01:29Z,"","Atlantic Records UK",0.793,0.779,9,-4.609,0,0.0581,0.279,0.000311,0.314,0.687,142.002,4
spotify:track:7e4zDInS6tA2jwzphvs2Ay,"Jamaican (Bam Bam)","Jamaican (Bam Bam)","HUGEL;SOLTO (FR)",2025-11-07,156393,91,false,,2026-05-29T04:01:29Z,"house latino,afro house,techengue,house","MoBlack Records",0.87,0.944,9,-4.525,1,0.0464,0.394,0.243,0.0398,0.635,121.979,4
spotify:track:4cG7HUWYHBV6R6tHn1gxrl,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]","Riton;Nightcrawlers;Mufasa & Hypeman;Mufasa;Dopamine",2021-01-15,169153,82,false,,2026-05-29T04:01:29Z,"house","Ministry of Sound Recordings",0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4
spotify:track:15cIdgwfMw0YRunjzxtui9,"D.A.N.C.E - From F1® The Movie","D.A.N.C.E (From F1® The Movie)","Peggy Gou;F1 The Album",2025-06-24,195404,54,false,,2026-05-29T04:01:29Z,"","Atlantic Records",0.736,0.921,11,-7.128,0,0.0351,0.00177,0.747,0.0837,0.904,133.016,4
spotify:track:2FAZskT9yRjp2Oow9szJD8,"The Days - NOTION Remix","The Days (NOTION Remix)","Chrystal;NOTION",2024-11-08,233229,86,false,,2026-05-29T04:01:29Z,"bassline,bass house,uk garage,drum and bass","Polydor Records",0.62,0.843,6,-5.321,0,0.0844,0.0062,0.00000463,0.55,0.237,137.812,4
spotify:track:4TwEdnSiTPDR1vg1QZ5K8W,"Beautiful People","Beautiful People","David Guetta;Sia",2025-03-07,187086,80,false,,2026-05-29T04:01:29Z,"edm","Atlantic Records UK",0.739,0.761,9,-5.39,0,0.0904,0.107,0,0.131,0.417,127.033,4
spotify:track:7J3YKBt70o8iB3UXGtUiho,"I Wanna Go - John Summit Remix","I Wanna Go - John Summit Remix","John Summit;Britney Spears",2025-10-17,163478,75,false,,2026-05-29T04:01:29Z,"house,tech house,pop","Experts Only/Darkroom Records",0.691,0.947,2,-3.113,0,0.0443,0.00932,0.000488,0.387,0.275,138.01,4
spotify:track:1XhItJSBxL5yKh0V0ymg6D,"That's When You Know","That's When You Know","Kygo;Carter Faith",2026-04-10,193842,76,false,,2026-05-29T04:01:29Z,"tropical house","Kygo",0.63,0.849,8,-6.885,1,0.0547,0.385,0.000108,0.0642,0.344,123.966,4
spotify:track:1OcV53oesLQw3VTW9I3uD3,"Waterfalls (feat. Sam Harper & Bobby Harvey)","Waterfalls (feat. Sam Harper & Bobby Harvey)","James Hype;Sam Harper;Bobby Harvey",2025-08-08,120578,82,false,,2026-05-29T04:01:29Z,"house,tech house","Universal-Island Records Ltd.",0.604,0.801,6,-4.167,0,0.0668,0.049,0.00000629,0.169,0.528,138.072,4
spotify:track:20kaCbdgkJRUPniPVZgsoR,"Won’t Be Possible","Won’t Be Possible","Tiësto;Odd Mob;Goodboys",2025-05-09,136615,70,false,,2026-05-29T04:01:29Z,"edm,trance,big room,tech house,bass house","Atlantic Records",0.929,0.846,10,-3.629,0,0.0756,0.0361,0.0457,0.113,0.574,129.968,4
spotify:track:7yNQ5oPcuCC4wTqTcMRIrE,"Running Around","Running Around","Ely Oaks",2025-01-31,124620,76,false,,2026-05-29T04:01:29Z,"hipertechno","JINX Music",0.703,0.904,0,-4.735,1,0.0778,0.0163,0.00187,0.331,0.427,158.061,4
spotify:track:7qHSfKzilTsXJuuWcjX1vZ,"Cash Out","Cash Out","SIDEPIECE;Bobby Shmurda",2025-06-20,182225,67,true,,2026-05-29T04:01:29Z,"tech house,edm,house","LIP SERVICE",0.86,0.897,8,-4.456,1,0.0581,0.00112,0.0419,0.098,0.46,130.031,4
spotify:track:0QCIpQV3twfqo9kh0t8Zza,"Shake It To The Max (FLY) - Remix","Shake It To The Max (FLY) (Remix)","MOLIY;Silent Addy;Skillibeng;Shenseea",2025-02-21,178775,83,true,,2026-05-29T04:01:29Z,"alté,shatta,dancehall,soca,afrobeats","WONDERGIRL LLC",0.856,0.548,0,-6.609,0,0.123,0.561,0,0.155,0.562,97.997,4
spotify:track:4FHXsehfIbyPCJLP7fCnIF,"Ritmo","Ritmo","Raffa Fl",2021-08-13,183810,74,false,,2026-05-29T04:01:29Z,"house latino,tech house,techengue","Another Rhythm",0.777,0.867,7,-5.16,0,0.0936,0.000832,0.000655,0.374,0.698,124.005,4
spotify:track:0GYx8Q9iS05CRe9kyzwAIL,"Still Into You","Still Into You","CYRIL;maryjo",2024-10-25,151875,77,false,,2026-05-29T04:01:29Z,"","Spinnin' Records",0.955,0.571,0,-7.045,1,0.254,0.0147,0.0000103,0.0986,0.681,128.066,4
spotify:track:4jSrN7kXdQUmbVxJe5x6Xg,"Makina Time","Makina Time","Dimitri Vegas & Like Mike;Marlon Hoffstadt;Dj Konik;Dimitri Vegas;Like Mike",2026-01-23,130090,81,false,,2026-05-29T04:01:29Z,"big room,electrónica,edm,hard house,eurodance,techno","Smash The House",0.535,0.97,0,-3.96,0,0.0435,0.0121,0.776,0.801,0.589,165.019,4
spotify:track:4zN21mbAuaD0WqtmaTZZeP,"Ferrari","Ferrari","James Hype;Miggy Dela Rosa",2022-04-01,186661,79,false,,2026-05-29T04:01:29Z,"house,tech house","Universal-Island Records Ltd.",0.847,0.69,1,-7.877,0,0.0493,0.0127,0.00006,0.0526,0.692,125.004,4
spotify:track:4Ko4SzgkfEOw2aestyWDVn,"Stephanie - HNTR Remix","Stephanie (HNTR Remix)","Cloonee;Young M.A;InntRaw;HNTR",2025-02-07,145467,58,false,,2026-05-29T04:01:29Z,"tech house,house","Hellbent Records",0.765,0.948,6,-4.048,0,0.0436,0.00701,0.00651,0.113,0.743,134.011,4
spotify:track:5ZLUm9eab8y3tqQ1OhQSHI,"Abracadabra","Abracadabra","Lady Gaga",2025-02-03,223398,79,false,,2026-05-29T04:01:29Z,"art pop,pop","Interscope Records",0.68,0.909,10,-3.487,0,0.0624,0.0121,0,0.222,0.633,126.004,4
spotify:track:4aSyYc1rWc2KhTknSfpx9H,"Sleepyhead 2025","Sleepyhead 2025","Passion Pit;SOFI TUKKER",2025-03-07,245713,57,false,,2026-05-29T04:01:29Z,"indie","SOFI TUKKER LLC",0.546,0.629,8,-7.391,1,0.0455,0.0239,0.000126,0.395,0.205,120.956,4
spotify:track:4pkb8SbRGeHAvdb87v9rpf,"Miles On It","Miles On It","Marshmello;Kane Brown",2024-05-03,168355,80,false,,2026-05-29T04:01:29Z,"edm,country,pop country","RCA Records Label Nashville",0.634,0.761,5,-4.752,1,0.0472,0.00537,0,0.549,0.785,129.963,4
spotify:track:5H1sKFMzDeMtXwND3V6hRY,"JUMP","JUMP","BLACKPINK",2025-07-11,164718,87,false,,2026-05-29T04:01:29Z,"k-pop","YG Entertainment",0.706,0.927,5,-5.762,0,0.0714,0.00243,0.0000388,0.101,0.523,144.972,4
spotify:track:6w8CTLwDoG60RZwUs1oDXd,"Grove St. Party","Grove St. Party","Proppa;Waka Flocka Flame",2025-05-23,170307,51,true,,2026-05-29T04:01:29Z,"","Major Recordings/Warner Records",0.682,0.98,0,-3.549,0,0.0379,0.000261,0.00959,0.0663,0.416,130,4
spotify:track:1V8eQfZ1zpcdA9ctIb6fY7,"ALL THE TIME","ALL THE TIME","John Summit;The Chainsmokers;Ilsey",2026-03-25,180340,73,false,,2026-05-29T04:01:29Z,"house,tech house","Experts Only/Darkroom Records",0.375,0.893,1,-4.141,1,0.0379,0.00799,0.125,0.131,0.195,137.95,4
spotify:track:1z6pTKnrEpokcfwked9cNx,"I'm Not Alone - MPH Remix","I'm Not Alone (MPH Remix)","Calvin Harris;MPH",2025-08-08,213333,66,false,,2026-05-29T04:01:29Z,"edm,uk garage,bassline,bass house,rally house","Columbia",0.749,0.96,6,-4.204,1,0.0881,0.00799,0.721,0.156,0.0589,135.025,4
spotify:track:6Ar3apWGoJLPZ3zy6Eb94F,"Fancy $hit","Fancy $hit","CID;Taylr Renee",2025-09-05,168837,72,true,,2026-05-29T04:01:29Z,"tech house","Intercord",0.766,0.977,0,-3.515,1,0.0466,0.101,0.811,0.11,0.864,128.992,4
spotify:track:44wR4NqR75eJMETxrz59Sr,"Favour","Favour","FISHER;Tones And I",2026-04-01,194890,74,false,,2026-05-29T04:01:29Z,"tech house,house","Catch & Release",0.694,0.796,8,-6.469,0,0.274,0.0333,0.000155,0.317,0.663,129.996,4
spotify:track:03xIKiQXopptD4Sv8ijvcG,"2 Times","2 Times","Dimitri Vegas;Steve Aoki;Ann Lee;Sound Of Legend",2024-10-04,131200,65,false,,2026-05-29T04:01:29Z,"electrónica,big room,electro house,edm,eurodance","House Of House",0.772,0.951,9,-3.375,0,0.271,0.0634,0.000738,0.036,0.4,74.973,4
spotify:track:0kl6Ozan3fuUdCl6TlB15v,"Talk To You (ft. 54 Ultra)","Talk To You (ft. 54 Ultra)","ANOTR;54 Ultra",2026-03-06,191076,89,false,,2026-05-29T04:01:29Z,"house,retro soul","No Art",0.702,0.83,0,-3.499,0,0.0426,0.0172,0.355,0.0567,0.672,131.996,4
spotify:track:5jqEybi7fIl2BpT0njbfhO,"Up Down","Up Down","bradeazy;TyriqueOrDie",2025-09-05,172733,69,false,,2026-05-29T04:01:29Z,"tech house,bass house,hip house","Boom.Records",0.781,0.942,11,-4.795,1,0.0599,0.0332,0.83,0.091,0.899,129.958,4
spotify:track:1lbNgoJ5iMrMluCyhI4OQP,"Victory Lap","Victory Lap","Fred again..;Skepta;PlaqueBoyMax",2025-06-18,165857,83,true,,2026-05-29T04:01:29Z,"stutter house,house,edm,grime,uk grime","Atlantic Records UK",0.891,0.749,11,-3.087,1,0.112,0.163,0.00000196,0.0922,0.584,140.039,4
spotify:track:1PNaFj8n0qWDGb1VyIVC6D,"Bad Habit - Clüb De Combat Remix","Bad Habit (Clüb De Combat Remix)","ATFC;Lisa Millett;Clüb De Combat",2025-05-23,225250,51,false,,2026-05-29T04:01:29Z,"disco house,funky house,house,tech house,indie dance","Defected Records",0.731,0.868,2,-4.028,1,0.0406,0.0666,0.00098,0.0493,0.605,129.991,4
spotify:track:0zKsNJbYwvNTpePcwra0Qq,"PYHU (Put Your Hands Up)","PYHU (Put Your Hands Up)","HUGEL;Kurd Maverick",2025-10-03,130731,67,false,,2026-05-29T04:01:29Z,"house latino,afro house,techengue,house","Cr2 Records",0.786,0.946,8,-5.081,1,0.0781,0.178,0.0507,0.0578,0.185,123.016,4
spotify:track:6zldvnVMC25b4uliSKO9Lz,"Appetite","Appetite","Chris Lorenzo",2025-05-16,227272,68,false,,2026-05-29T04:01:29Z,"bass house,bassline,house,tech house,g-house","Catch & Release",0.76,0.898,0,-5.626,1,0.0689,0.0199,0.796,0.358,0.442,132.002,4
spotify:track:6KqM3xmPIDonsTjCSGrrr5,"TOO COOL TO BE CARELESS","TOO COOL TO BE CARELESS","PAWSA",2024-07-05,220046,79,false,,2026-05-29T04:01:29Z,"tech house,house","PAWZ",0.805,0.781,1,-7.225,0,0.0434,0.002,0.302,0.0598,0.818,128.001,4
spotify:track:5e64BJMiH8fGZZCqBzy0Fg,"Hotter","Hotter","Shermanology;Green Velvet",2025-07-04,190866,51,false,,2026-05-29T04:01:29Z,"tech house,house,techno,house de chicago","Nervous Records",0.728,0.876,10,-6.599,0,0.0534,0.00356,0.119,0.121,0.45,127.013,4
spotify:track:0cZN3g7rtfNE6vsmX0k8OF,"Positive","Positive","Jamback",2025-11-07,169846,71,false,,2026-05-29T04:01:29Z,"tech house,house","CircoLoco Records",0.777,0.848,10,-10.043,1,0.0975,0.00791,0.847,0.0562,0.575,129.992,4
spotify:track:4KUvvPHDP6QEjs1T4ZIvA6,"Party Started (feat. French Caviar)","Party Started (feat. French Caviar)","HUGEL;Ochok;Jenn Morel;KAYA;French Caviar",2026-03-06,143801,63,false,,2026-05-29T04:01:29Z,"house latino,afro house,techengue,house,tribal house,moombahton","Places & Spaces",0.781,0.847,6,-4.942,1,0.103,0.0399,0.192,0.0488,0.622,121.025,4
spotify:track:30Ca9XElifcBjngQrmg0yl,"Let's Go (Magalenha)","Let's Go (Magalenha)","Ian Asher;GIULIA BE",2024-11-22,163019,56,false,,2026-05-29T04:01:29Z,"pop brasileño","Easier Said",0.692,0.94,7,-4.511,1,0.0616,0.00298,0.0911,0.0958,0.638,125.964,4
spotify:track:6GNuSKmHQEDdIgQYLyLJWZ,"Diamonds","Diamonds","DANNY AVILA;Matt Sassari",2025-05-23,158507,46,false,,2026-05-29T04:01:29Z,"techno,tech house","Experts Only",0.701,0.958,10,-4.891,0,0.0651,0.00975,0.504,0.269,0.496,133.959,4
spotify:track:4uUG5RXrOk84mYEfFvj3cK,"I'm Good (Blue)","I'm Good (Blue)","David Guetta;Bebe Rexha",2022-08-26,175238,87,true,,2026-05-29T04:01:29Z,"edm","Parlophone UK",0.561,0.965,7,-3.673,0,0.0343,0.00383,0.00000707,0.371,0.304,128.04,4
spotify:track:7lDGg8CFySbkKUrjgzcLlY,"The Less I Know The Better","The Less I Know The Better","Mau P",2025-02-28,176114,72,false,,2026-05-29T04:01:29Z,"tech house,house","Nervous Records",0.754,0.8,6,-7.383,0,0.0506,0.000793,0.651,0.352,0.948,128.001,4
spotify:track:1LepWHpwtahzEQL0vNjpEt,"Just The Way You Are","Just The Way You Are","Milky;Mall Grab",2026-01-30,159500,81,false,,2026-05-29T04:01:29Z,"lo-fi house","Ministry of Sound Recordings",0.606,0.924,3,-6.641,1,0.0287,0.0309,0.138,0.0567,0.758,137.992,4
spotify:track:1x5sYLZiu9r5E43kMlt9f8,"Symphony (feat. Zara Larsson)","Symphony (feat. Zara Larsson)","Clean Bandit;Zara Larsson",2017-03-16,212459,78,false,,2026-05-29T04:01:29Z,"","Atlantic Records UK",0.707,0.629,0,-4.581,0,0.0563,0.259,0.000016,0.138,0.457,122.863,4
spotify:track:6XIh9BtczdxO7HRQwrIPti,"I Don't Trust A Soul","I Don't Trust A Soul","Disco Lines;Ship Wrek",2025-08-06,146059,64,true,,2026-05-29T04:01:29Z,"stutter house,bass house","Experts Only",0.784,0.799,7,-3.963,0,0.094,0.00258,0.00527,0.0855,0.598,131.98,4
spotify:track:14yugoFdkgO8ZUxLlX6fpJ,"Addicted","Addicted","Jackie Hollander",2026-01-23,163384,58,false,,2026-05-29T04:01:29Z,"tech house","Casablanca new/Republic Records",0.713,0.94,8,-3.659,0,0.0704,0.00184,0.657,0.225,0.816,130.015,4
spotify:track:1mZnxNzp17JrPyzDzkoiiC,"Loco Loco","Loco Loco","Gordo;Reinier Zonneveld",2026-02-13,136666,77,true,,2026-05-29T04:01:29Z,"techengue,afro house,house latino,techno,acid techno,hard techno,tekno,minimal techno","Spinnin' Records",0.732,0.958,11,-4.958,0,0.0382,0.00658,0.00953,0.408,0.505,126.962,4
spotify:track:08lKWR8JNqZdlNOvyE7O1s,"Time to Party","club slash 006 - Time to Party","KI/KI",2025-07-18,250376,53,false,,2026-05-29T04:01:29Z,"hard house,acid techno,techno,trance","slash",0.741,0.99,11,-6.391,0,0.0557,0.00631,0.628,0.103,0.515,145.969,4
spotify:track:7GknomLbhNNjwUH7IqDPZd,"One Night","One Night","HUGEL;French Montana;Max B",2026-03-27,147541,67,true,,2026-05-29T04:01:29Z,"house latino,afro house,techengue,house","Make The Girls Dance Records",0.828,0.866,5,-4.036,0,0.152,0.000728,0.0135,0.156,0.794,122.012,4
spotify:track:5wJFkZDL82O4kx0N8dhoL1,"Wavey","Wavey","Eli Brown",2025-05-09,143379,56,false,,2026-05-29T04:01:29Z,"techno,tech house","Insomniac Records",0.666,0.983,4,-4.936,0,0.0456,0.00369,0.709,0.162,0.661,145.003,4
spotify:track:18rxxU3lErSMcyoYIXR4k1,"WTF","WTF","SCRIPT",2025-08-01,193903,63,true,,2026-05-29T04:01:29Z,"techno melódico,tech house,house melódico","Three Six Zero Recordings",0.797,0.964,10,-5.315,0,0.0412,0.00683,0.118,0.094,0.964,130.004,4
spotify:track:6qJhrI2BMuA8qHcmycD3fL,"TESLA","TESLA","Mau P",2025-08-08,186818,64,true,,2026-05-29T04:01:29Z,"tech house,house","Insomniac Records",0.757,0.792,10,-5.507,1,0.044,0.000344,0.864,0.0663,0.708,132.014,4
spotify:track:3OgdqZIgGIqusstV9IqX6p,"What's a Girl to Do in '25","What's a Girl to Do in '25","KI/KI",2025-09-12,148047,65,false,,2026-05-29T04:01:29Z,"hard house,acid techno,techno,trance","Disorder Artist & Label Services",0.672,0.871,8,-5.716,1,0.0347,0.0334,0.893,0.187,0.217,146.002,4
spotify:track:74X66DXVuSLDEOp3sR8GFL,"Up Front","Up Front","DREYA V",2025-06-13,207230,52,false,,2026-05-29T04:01:29Z,"tech house","Realm Records",0.738,0.998,8,-3.473,0,0.0724,0.0418,0.101,0.288,0.465,130.015,4
spotify:track:3AsOa3cNh8bqF4q1temSHE,"Satisfy","Satisfy","Calvin Harris;Jazzy",2026-05-08,186500,79,false,,2026-05-29T04:01:29Z,"edm","Columbia",0.723,0.8,9,-4.128,0,0.0369,0.004,0.0323,0.11,0.899,129.977,4
spotify:track:5KWlttlxtvmcPigdrfpQnz,"REHAB","REHAB","Blair Muir",2024-12-13,195003,73,false,,2026-05-29T04:01:29Z,"","Xploded Music Limited",0.708,0.705,0,-7.113,1,0.0486,0.0131,0.0122,0.123,0.363,160.067,4
spotify:track:1DwscornXpj8fmOmYVlqZt,"Stateside + Zara Larsson","Fancy Some More?","PinkPantheress;Zara Larsson",2025-10-10,184761,96,false,,2026-05-29T04:01:29Z,"bedroom pop","Warner Records",0.676,0.664,6,-5.919,1,0.0864,0.0725,0.0000565,0.26,0.847,123.455,4
spotify:track:3Z23sDc2J9ZkmFiMStRoIp,"High On Me","High On Me","Rossi.;Jazzy",2025-06-20,189767,73,false,,2026-05-29T04:01:29Z,"house,tech house","Polydor Records",0.713,0.843,5,-5.884,0,0.0408,0.0233,0.0578,0.272,0.619,129.013,4
spotify:track:4vqZk6EL4i4lSYHMViNnuV,"Space Pump (Space Jam)","Space Pump (Space Jam)","Vinter",2025-08-29,165000,55,false,,2026-05-29T04:01:29Z,"tech house","Nervous Records",0.8,0.956,11,-4.555,0,0.0431,0.00916,0.122,0.0421,0.692,127.987,4
spotify:track:6zaeVCwnf3A9S8R7QfDHQW,"NO CAP","NO CAP","Disclosure;Anderson .Paak",2025-08-06,233734,60,false,,2026-05-29T04:01:29Z,"house","Disorder",0.776,0.939,2,-4.752,1,0.0614,0.00149,0.0216,0.155,0.512,129.981,4
spotify:track:7JHkJ5mDS868b5j5h67cwL,"Coming Up (It’s Dare)","Coming Up (It’s Dare)","Odd Mob;OMNOM;HYPERBEAM",2025-11-14,180895,66,false,,2026-05-29T04:01:29Z,"tech house,bass house","QueensRoadMusic/Atlantic",0.587,0.817,2,-4.718,0,0.0397,0.00796,0.00112,0.633,0.0844,134.049,4
spotify:track:1euu4whq0Na9HiccGK1Dlz,"Satisfaction Skank","Satisfaction Skank","Fatboy Slim;The Rolling Stones",2025-12-11,199488,58,false,,2026-05-29T04:01:29Z,"big beat,rock clásico,rock","Southern Fried Records and ABKCO Music & Records",0.646,0.918,5,-3.141,1,0.159,0.00757,0.036,0.098,0.573,147.997,4
spotify:track:3BM5hoJ168Kh4hYEhiNxwK,"Devotion","Devotion","Lance Savali",2025-03-20,136406,73,false,,2026-05-29T04:01:29Z,"rally house,house","Universal Music New Zealand Limited",0.98,0.796,10,-4.972,0,0.0938,0.0122,0.45,0.0988,0.752,128.05,4
